title	artist	nov	adv	exh	mxm	genre	unlockRaw	indexjk	jknov	jkadv	jkexh	jkmxm
c2Theater	yaseta + Hidra-Xjeil	6	12	15	18	bemani	USTA SOUND VOLTEX BEMANI SELECTION 악곡 팩 vol.2	2-HEuJUbGEPwA8U-vRY8cA	2-HEuJUbGEPwA8U-vRY8cA	ZtoBEpjpxqASZvDkcHppBg	bndFathYOpu5NUqnlpL0QQ	VtyJjD9nkTJ96Ml01vCNVA
Jailbreaker	Hommarju feat. かぼちゃ	5	12	15	17	toho,bemani	USTA SOUND VOLTEX BEMANI SELECTION 악곡 팩 vol.2	8JPaioZEYoU4wAghlCLPaw	8JPaioZEYoU4wAghlCLPaw	b3ej7w-3OCfbApJzj3FuwQ	WqvH-hi_3dfk0EINrs2LWA	Nndg8o6fCqWwjY0GfM9lXw
STEEL NEEDLE	Scorpion	6	13	16	18	bemani	USTA SOUND VOLTEX BEMANI SELECTION 악곡 팩 vol.2	5wIExhuGn-cE5SiVU29IMw	5wIExhuGn-cE5SiVU29IMw	otQa-GGGGsWHS-kVJNEJVA	OQ5UGrpXR7FsYdtX_L2j8Q	3H6hLXPd7aj8Sucw870PVw
Timepiece phase Ⅱ	佐々木博史	7	14	17	19	bemani	USTA SOUND VOLTEX BEMANI SELECTION 악곡 팩 vol.2	RSp14ZkCU57teRkDcG0wmQ	RSp14ZkCU57teRkDcG0wmQ	1Ro_n6P4W7NEMXH7VgLDiA	UKCnAWXQWJy4MTgUkNqtTQ	X-vHzb2f78UViK3yD_rsPw
儚キ戀ノ幻想譚	まろん feat. あやぽんず＊ (森羅万象)	5	12	15	18	bemani	USTA SOUND VOLTEX BEMANI SELECTION 악곡 팩 vol.2	TkoCA4Kzqm-4tUhP4SxJcg	TkoCA4Kzqm-4tUhP4SxJcg	0Ef4d-adLmOeDyUiNcNz7A	rN-aPg3JHYEiASA-GYquug	SnIGzgrdeZYQkUEodKBh6w
birth	Yu_Asahina	6	13	16	18	bemani	USTA SOUND VOLTEX BEMANI SELECTION 악곡 팩 vol.2	HkFnimRD1uHEufvVL-P09A	HkFnimRD1uHEufvVL-P09A	ZCux5-HlWyRsBwUNHqKryg	I4PHg9v_fqBtBFYC5KCJ9g	LrTW0tUbicMI64N1t5QFOQ
Paradission	BlackY	5	12	17		bemani	USTA SOUND VOLTEX BEMANI SELECTION 악곡 팩 vol.2	Vq5qjh1LO3YhiS-k_Je8Ng	Vq5qjh1LO3YhiS-k_Je8Ng	IW5dyqbD6UUDSNGHep5XpQ	LRbQQcP-F0QfarQcPqgS2w	
BEAT MAGIC	ランコ feat. Eurobeat Union	3	10	13	16	toho,bemani	USTA SOUND VOLTEX BEMANI SELECTION 악곡 팩 vol.2	-vKX5QWkyl3oJYBrcnNjuA	-vKX5QWkyl3oJYBrcnNjuA	Bo87_H7xMIfPnip-urMQhA	0dSmF9NYUiFRe1-oYpMKBA	PlrAl1hY306glGPPHZQE-Q
Prayer	溝口ゆうま feat. 大瀬良あい	6	12	15	18	bemani	USTA SOUND VOLTEX BEMANI SELECTION 악곡 팩 vol.2	5LCE9fV80Sc9WVMqCbGKTA	5LCE9fV80Sc9WVMqCbGKTA	P6BbPTj2aFWNf8jsBRUWOA	ZCvLshKeYWqZyw_m3Yg9hg	2V8u2-5OmBOyQw9t8Jdfkg
Playing With Fire	kors k	5	10	16		bemani	USTA SOUND VOLTEX BEMANI SELECTION 악곡 팩 vol.2	KGnL3vjNm-fsh-5qYbewig	KGnL3vjNm-fsh-5qYbewig	M3yj_0VcTtfUtBrM44nhQg	kbKUiwfD6_ZhooKU1N-D9w	
MERRiESTxHOLiC	miko♡nachi feat.u-z	3	9	13		bemani	USTA SOUND VOLTEX BEMANI SELECTION 악곡 팩 vol.2	UpUGNerVOpIe7wvbfV2tog	UpUGNerVOpIe7wvbfV2tog	rQKVfgCXJzn0ertAU3SIow	7qYGz1V7ZP7L_J2Bn24ghQ	
禊	Nhato	6	13	16	18	bemani	USTA SOUND VOLTEX BEMANI SELECTION 악곡 팩 vol.2	uN0_0emp7YRNsIx2JBF2NA	uN0_0emp7YRNsIx2JBF2NA	hP--whbEVSUsIXNZAc6W0w	l1arBS9cFFQQK4TVfCrccQ	3quIjHKfrODs5_atdNV8Gw
ミライチューナー	U-ske feat.すずしろ	4	10	13	16	bemani	USTA SOUND VOLTEX BEMANI SELECTION 악곡 팩 vol.2	iNxTGyLGf_6ehmFoxgyf_Q	iNxTGyLGf_6ehmFoxgyf_Q	JEwtcThKD4r85p084TsKJQ	XG26S5eVuBX0tq_wx40vLw	POoPaemEFnepjejmUUrLTQ
Metamorphobia	winddrums	6	12	17		bemani	USTA SOUND VOLTEX BEMANI SELECTION 악곡 팩 vol.2	vkOuJrXk_YwFGIrPZMeLWA	vkOuJrXk_YwFGIrPZMeLWA	PsbmgYhClAxUIQtmlZuQ1g	-lJzdXcXmbjeAjf4ZUsiyg	
メンタンピンドラドラ	enzo + O2i3	5	12	14	17	bemani	USTA SOUND VOLTEX BEMANI SELECTION 악곡 팩 vol.2	TDGnyApSTEOhwn6s3xnN2Q	TDGnyApSTEOhwn6s3xnN2Q	TsPzKvZfyb8RgLRELOodPg	hN5rXhsGqurccQqutDMrng	RQUnQdS2ylxCjvsKIrdzrQ
Übertreffen	TAKA respect for J.S.B.	6	13	16	18	bemani	USTA SOUND VOLTEX BEMANI SELECTION 악곡 팩 vol.2	tu9bhX3wYLlPVDNthY2JbQ	tu9bhX3wYLlPVDNthY2JbQ	o4nznO4AMrjxVYnW1JvSrA	L0jbQACxdY6qIbBn6vKytA	qxW0gu0UVD5kP79Uh7G9SQ
ラキラキ	Mutsuhiko Izumi & S-C-U	5	11	14	17	bemani	USTA SOUND VOLTEX BEMANI SELECTION 악곡 팩 vol.2	xPaF9GWeoOwbVGTpkwNjnA	xPaF9GWeoOwbVGTpkwNjnA	8NmUUVstl4G0S5mrJfC_pA	7uE6O_c4qquuws_1b8rmFg	bLICgGDr9VUBQHbkAZeCfg
Lisa-RICCIA	DJ YOSHITAKA	7	14	17	19	bemani	USTA SOUND VOLTEX BEMANI SELECTION 악곡 팩 vol.2	CqW1AVWrlDxSfz7f6oeDwQ	CqW1AVWrlDxSfz7f6oeDwQ	8xxkVS3su7kCitYojTQTUQ	55tZcw7XR6D693Oheik95g	IAvr2seRKs1gUp72h5P1ww
恋愛＝精度×認識力	"立秋 vs. BEMANI Sound Team ""L.E.D.-G"" feat.ちょこ＆ななひら"	7	14	17	19	bemani,sdvx	USTA SOUND VOLTEX BEMANI SELECTION 악곡 팩 vol.2	g26emE5q3i5bH1_LHsbHrA	g26emE5q3i5bH1_LHsbHrA	aMvhaVyYml23cAHBxLsphQ	8ivnBmBJW98mj3O9Pe1Vog	oYcY_khEUSv91HyG4w-f2w
赤より紅い夢 -lucid dream Mix-	くるぶっこちゃん	3	9	13		toho,floor	USTA SOUND VOLTEX 동방Project SELECTION 악곡 팩	8tKtZdpGLeW4T7-bOhe97Q	8tKtZdpGLeW4T7-bOhe97Q	Wdp0g2JP1XPMjdG8Oh7VWA	jIvS_1WP4XpmjdE1QBR9tw	
Issen	tanso a.k.a. モリヤマサト	4	9	15		toho,floor	USTA SOUND VOLTEX 동방Project SELECTION 악곡 팩	Zhn2TnmSHFCFe0QNorAyJQ	Zhn2TnmSHFCFe0QNorAyJQ	s-KTeoF1thH1SMzgrqx_gg	Zm0DozctJMHR8kyqbuKlLw	
Indomitable Spirit	Tracy feat.ほたる	3	8	13		toho,floor	USTA SOUND VOLTEX 동방Project SELECTION 악곡 팩	V8Cv86mto-NpceGc9AoqCw	V8Cv86mto-NpceGc9AoqCw	yUxqFgcp3pOddPMerzKuBA	zzCIEUD3ZOYKeOfmXWyQVQ	
WAVE WAVE WAVE	ZYTOKINE feat. itori	3	10	13		toho,floor	USTA SOUND VOLTEX 동방Project SELECTION 악곡 팩	Cxg5gLddhoLbuntZVxXVDA	Cxg5gLddhoLbuntZVxXVDA	G6GOQ6jqfVuqjAKxN-hvcg	S_XZeRFlcLJJJRG5eywhgA	
交渉人・西行寺幽々子 vs スカーレット警察	七条レタスグループ starring nachi	3	8	13		toho,floor	USTA SOUND VOLTEX 동방Project SELECTION 악곡 팩	EGptIAwmHUlP7suu-n5lbg	EGptIAwmHUlP7suu-n5lbg	C8xfe2OeNKFnV2eNWAd8og	fhLF7pOLHh8E42plt-BTPg	
残像ニ繋ガレタ追憶ノHIDEAWAY	"SOUND HOLIC Vs. BEMANI Sound Team ""KE!JU"" feat. Nana Takahashi"	3	11	14	17	toho,bemani	USTA SOUND VOLTEX 동방Project SELECTION 악곡 팩	D6Pp7FBbjHFdNP4nbzO6OA	D6Pp7FBbjHFdNP4nbzO6OA	AuqQbnv5668VOfbcdjFXGw	roRC35ou8lMP0rAWKSrGLw	G5itfiDXzeRa11FCKHSB6g
Silver Impact	Arch	4	8	13		toho,floor	USTA SOUND VOLTEX 동방Project SELECTION 악곡 팩	wsZEx3csTta3_wbkulH3xw	wsZEx3csTta3_wbkulH3xw	evaR6-Rsz7N9yjeZmabX3A	xgpjJT0pP2KbrQNMvqSl1g	
ジャンピン・スマイル	梅干茶漬け	5	10	15		toho,floor	USTA SOUND VOLTEX 동방Project SELECTION 악곡 팩	gO5bsf3vy1m2Ppx6hXvdrg	gO5bsf3vy1m2Ppx6hXvdrg	hapPMtq2j17bjGryZxSq2g	ZXP1gwnvYXi_3O4rBr8cow	
SUPER HEROINE!!	"Amateras Records vs BEMANI Sound Team ""TATSUYA"" feat. miko"	3	12	15	17	toho,bemani	USTA SOUND VOLTEX 동방Project SELECTION 악곡 팩	tNi3ir1BnPmJJ1ClQ0knzA	tNi3ir1BnPmJJ1ClQ0knzA	Se6NzQ-X6yd1Sv9eNBQbFA	fVq1mAl_2rZCQ0gBjxZ_FA	IKRbG1vrCqGUtvTFhztuaw
Struggle	Masayoshi Minoshima(ALR)	3	8	13		toho,bemani	USTA SOUND VOLTEX 동방Project SELECTION 악곡 팩	yKIUtFy7tTgsvjnv2RFv2g	yKIUtFy7tTgsvjnv2RFv2g	Ot3t8lvtDj9MW0B50Y55UA	gWnpZ3HLXuS7Hy3eTqQ1ug	
Spice Road	C-CLAYS feat.小峠舞	3	8	13		toho,floor	USTA SOUND VOLTEX 동방Project SELECTION 악곡 팩	6dFYzatmJeRJF9idRGwdEA	6dFYzatmJeRJF9idRGwdEA	mSdJ_s-1HZTmOA-Cg-Efpg	EOyUrtPAcllDg12gAeELNg	
千年ノ理	猫叉Master	3	8	14		toho,bemani	USTA SOUND VOLTEX 동방Project SELECTION 악곡 팩	OyK7wXlwaFVIH2R-L67uHQ	OyK7wXlwaFVIH2R-L67uHQ	z2BNRVTlTibptmHejVQoLw	ayDbfMj6ya_6ZtITpZZ70w	
Darkness Pleasure	Hull feat.℃iel	2	7	12		toho,floor	USTA SOUND VOLTEX 동방Project SELECTION 악곡 팩	PSpy0JY0HIHObtRk-3csig	PSpy0JY0HIHObtRk-3csig	OJBE_2rEGx4IHpTCavqkZQ	OW7sDLV-T4Wr6W5hitDUKQ	
弾幕信仰	"豚乙女×BEMANI Sound Team ""PON"""	5	13	16	18	toho,bemani	USTA SOUND VOLTEX 동방Project SELECTION 악곡 팩	SmRieg_SbVC9O4y6inP58A	SmRieg_SbVC9O4y6inP58A	h0bFpLFZs7KKTWLMyvqG7g	tuKW5etk_l4qKvgQhpScCQ	1zuexZZgYdRg1Uls_XWgjA
取り残された美術(Arranged:HiZuMi)	幽閉サテライト feat. senya	2	7	13		toho,bemani	USTA SOUND VOLTEX 동방Project SELECTION 악곡 팩	neiLgR2v5ACB86dTiENVJA	neiLgR2v5ACB86dTiENVJA	CooUiQ4Fq8z90uQjQdRphQ	3MYvoJBlDOKX420Ukafmcw	
NEXT BILLIONAIRE	SOUND HOLIC feat. Nana Takahashi	4	10	15		toho	USTA SOUND VOLTEX 동방Project SELECTION 악곡 팩	HgFX6QnXCTgUuI54CXIBVA	HgFX6QnXCTgUuI54CXIBVA	jUTiyaD9LBeeBIPhvnm3YA	pXEqTIYYeiidNIUkwGS6xA	
Fabula Nova	unatra	3	9	15		toho,floor	USTA SOUND VOLTEX 동방Project SELECTION 악곡 팩	F0uTAdLt7df4LJ5RvayTBQ	F0uTAdLt7df4LJ5RvayTBQ	i9H5PiHRvvZM0PeCFpe9cQ	kfQYl-1qGybr85lbrndw4Q	
Blue Fire	REDALiCE feat. 野宮あゆみ	4	8	12	16	toho,sdvx	USTA SOUND VOLTEX 동방Project SELECTION 악곡 팩	tFtUw301EtT7Nqg4FD8dNw	tFtUw301EtT7Nqg4FD8dNw	q7ChMlZTWRihJbVywI08yA	R0X_x7Npzb2OlMJj7OPw6A	VxGfO1XVsFloZrrvoQTUEw
閉塞的フレーション	"Pizuya's Cell VS BEMANI Sound Team ""dj TAKA"""	4	12	15	18	toho,bemani	USTA SOUND VOLTEX 동방Project SELECTION 악곡 팩	u9Kbx4pJ7Odpax8qN-kaaQ	u9Kbx4pJ7Odpax8qN-kaaQ	Ht7P0Fvq2wTiZzs72TNJZg	qInfPg_XRPbY1sB7ftSFtQ	AomoVHdHLbKbVqxT3G-cbw
夕立、君と隠れ処	幽閉サテライト (Arranged:Iceon) feat. senya	2	9	13		toho	USTA SOUND VOLTEX 동방Project SELECTION 악곡 팩	9eET2h69rrrt78_wzuhAlw	9eET2h69rrrt78_wzuhAlw	iPuhC07yNaWoeDEgzMAwBQ	9u5d-p0nAmNt_fkIyjI4mw	
I'm so happy(Happy Hoppin Remix)	polysha	4	8	13		bemani,floor	USTA SOUND VOLTEX 악곡 팩 vol.23	hCfFQNctu-rPOAkAyNpgrw	hCfFQNctu-rPOAkAyNpgrw	t4xIXGwhov_T6VaXA20ycg	lISLEx5zWANSOnxtVf6HgQ	
ARISE	Juggernaut.	7	14	17	19	floor	USTA SOUND VOLTEX 악곡 팩 vol.23	rv_NEOS_pQdCrK-FG0EcSQ	rv_NEOS_pQdCrK-FG0EcSQ	JM0Tqezz0rEDJ6Q7NhfPyA	iAsxpMiGCtfSOrIj_bVIUQ	XGRxw9S6Wqw-m45nYkRLBA
Arcadia	CHRIS (Sound Libero)	2	7	12		vocaloid,floor	USTA SOUND VOLTEX 악곡 팩 vol.23	hKf0MdpP2enZnMEAWXj4xQ	hKf0MdpP2enZnMEAWXj4xQ	lAvjzHO8lG2zeTRsUxh2bQ	-w1XqyKYqC7Lht6B402jIg	
Ars Magna	Riz	6	13	16	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.23	xqavXiKAYKlxynItUQer4g	xqavXiKAYKlxynItUQer4g	w_uQVSrIk4vl2NogVeuO_Q	WP3SbJ73jgq1b4GkiDLHSw	Vy7lJgvEfJNIKVAMdEW_fA
Allegro Saetta	天束 vs. siromaru	7	14	17	19	floor	USTA SOUND VOLTEX 악곡 팩 vol.23	hwlA74z5TZKsa976uxBP0A	hwlA74z5TZKsa976uxBP0A	7m3r7xgXLq5WOw1jiuJCEg	RLnlrv6i7Cs_fsyh_mu0bA	sOO9q48JkwsYL-zApwH0hw
{ eXLIPXe }	{ かめりあ }	8	15	18	20	floor	USTA SOUND VOLTEX 악곡 팩 vol.23	z1YGj6KOY7yfSVwBW6qMlQ	z1YGj6KOY7yfSVwBW6qMlQ	BXvJlKUsY38U1MCTKR2KZQ	qqFhMoAewNpT13pom1pE6Q	3XtTI6ElyFawN-Jnq492eA
XΛLT=ØVER	Ashrount	7	14	17	19	floor	USTA SOUND VOLTEX 악곡 팩 vol.23	T0ahBiWf0hzTcPUO35Cduw	T0ahBiWf0hzTcPUO35Cduw	XzUI7FMWiW8Lrn-mX-Nzeg	y9zqpyy-7tI4EH_9vrB5sw	VgNjS1NJUpl2jY6u08uzBA
イグジスター	東雲蛍 feat. はぁち	6	12	16	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.23	sGscT7-g6cSTiUlAdfZw5A	sGscT7-g6cSTiUlAdfZw5A	JvrKAyCyc4jA5jFsgv5deQ	AhE_EttpJQNVcFx23wOuFA	8sQk-4Hj5etPKFEg722G8g
十六夜桜-Zakura-	u-z	3	9	13		vocaloid,floor	USTA SOUND VOLTEX 악곡 팩 vol.23	uGOiZGtrfKGjf1ahM2GN5Q	uGOiZGtrfKGjf1ahM2GN5Q	ORDxooojcwGlA0UyClliJA	byctXzKeM07Ia0k42QzB8A	
Inevitable Magic	Alkome	6	13	16	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.23	tXaMJOWD81tmrW8TurN21Q	tXaMJOWD81tmrW8TurN21Q	MRvyIEYDrD5kIoU4c0EoLA	2GxJdeXgyKUnpb8aXEGY_Q	t1zwYbJEr4QQhLJI3giqrg
We Are All The Dreamer	Hommarju ft. かぼちゃ	5	12	15	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.23	iVjKvjfvI-Vtdr-z92d9Lg	iVjKvjfvI-Vtdr-z92d9Lg	rxvikvhv0IshMNRM4qTQVg	wQQpSpaq9SDCYxfuOCDotg	80QVyPPcGXUsbUJQ-DrVIQ
ウイジン	"CHUBAY as ""NOVICE"""	6	12	15	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.23	k1nye2RhpRJs9qCLV8ONGA	k1nye2RhpRJs9qCLV8ONGA	Qd3vEoZNcDivpRprVcz61w	AvziQZ7oM_34K1IDQeVS-w	MsiO122dQcAb-TEU8_sSRg
V!LLA!N	Kaname	5	12	15	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.23	xiBEbHweYvYcvIN2wsvA1A	xiBEbHweYvYcvIN2wsvA1A	MQAlNe5_v_2kZWQi-I_dPQ	57NapqjFzYehGJIiH_e7vQ	vRTHE2AW6TnfBdMBF9OHOw
Ex concordia felicitas	Connexio	5	12	15	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.23	7OqXVicyR1jzDIyJ4MzHbA	7OqXVicyR1jzDIyJ4MzHbA	iMuD-9e2y7Nv0WnZeQ2KSg	RVD7uVMzIcmv1J6x8Ry4fg	opkYBeZfWg64h9s__67ybQ
Entropic EnĤαncemEnt	CHUBAY	7	14	17	19	floor	USTA SOUND VOLTEX 악곡 팩 vol.23	l-JszqeYH-YML2c5Zad3Fg	l-JszqeYH-YML2c5Zad3Fg	K0fAjFlx21LtXfIJT2yqlA	XURP6JzHjazpEONk8XyYug	8o8OqSe_snIl0b8-fJA__A
ON THE WORLD	Yuta Imai	6	13	16	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.23	v4ddus22c6WjnbcS0LpXWg	v4ddus22c6WjnbcS0LpXWg	tO2nZ_fABA6Q2l0cIHCM1g	J5r5iX9e7JogslSd7Tm59w	rGPN4PYzvsh5ojqs7WYW2Q
異次元の孤独～カナタノキミヘ～	RoughSkreamZ feat. Sennzai	6	13	16	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.23	LtWfwYmEWNbqfO4XgFYNTA	LtWfwYmEWNbqfO4XgFYNTA	cWpr2bQDe9pIbk21vMoCjQ	ib1Hl2G1RkGO3klgKwRonw	att28vnkDqoFyeuV8xYBWw
Colorful Magical Parade	Tsubusare BOZZ feat.madoka*	5	12	15	17	floor	USTA SOUND VOLTEX 악곡 팩 vol.23	FteGSJZoWpANsCkeXrZbcQ	FteGSJZoWpANsCkeXrZbcQ	lIW16dcJ0fvMj8Hp11gbhg	hPCxSTWs2yTrq4MH0s8n2g	YFfQz_4nI061PydaQmp29w
カラルの月 Verdammt Remix	Verdammt	3	7	12		bemani,floor	USTA SOUND VOLTEX 악곡 팩 vol.23	Xe64ku22nQ4XIrmitRvC-w	Xe64ku22nQ4XIrmitRvC-w	SxojyqEp3t-QczFycrtW6g	wUiDbBGf52MpQQT51GSVPA	
Crawl Out Immortal	U-ske feat.Parfaitty	5	12	15	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.23	5WBoISaYq1sZtt7kgX5ZBg	5WBoISaYq1sZtt7kgX5ZBg	0N2cfcFYoqSeC3bfiYZ9JQ	SCOTlNZxQ-701ZQw2-M6iQ	cUJi581CI6iu1ZjM0JGkMw
グリーディ・スターズ！	みーに feat. しろさきあや	5	12	15	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.23	_IdVkMWlXr4Vk6h7mPWEbg	_IdVkMWlXr4Vk6h7mPWEbg	K41jNnqKSFJAYMi_16oAIw	uxSGrogRp6UZ0N89Hm3USA	lZ22i2hON3JEUSS63ALKyg
群青纏う朱の槍	めと（Metomate）	6	13	16	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.23	Bb1h80GJ8i7smOiCvbrP4A	Bb1h80GJ8i7smOiCvbrP4A	WJoMz_x5sdqZqpdYLVv2NQ	doIcCiBjA82Y1k4QDc7mxA	ot3gOl_qtUmVMvLRfv52iw
Cuz we <3 this Game	打打だいず	7	14	17	19	floor	USTA SOUND VOLTEX 악곡 팩 vol.23	IISfHciu8vjO8u6NyyI7Kw	IISfHciu8vjO8u6NyyI7Kw	nNfF6-ia_jCTvMyvj5QIKw	FzynzvkXqzpwoxMyRL4yDw	pGqR1IKJTqKUWnAV89DnNw
SAD1STIC Я04D	Enterskip	7	14	17	19	floor	USTA SOUND VOLTEX 악곡 팩 vol.23	iRCEHSFJcLYMyZUI8CW_mA	iRCEHSFJcLYMyZUI8CW_mA	NXU-N_unhO_W1ceU0T9zXA	5zqq7PRUAjvSa5-tvhAliA	qtYwhHMk4NPhL45haJ-vsQ
SΛMVICΛ	seatrus -Reborn-	6	13	16	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.23	5vl8Ag_o4hPfk1UojaZm1w	5vl8Ag_o4hPfk1UojaZm1w	A_dPmM4OUp53g1x2ALGfuw	kZvBTNbAgdcDo4TD_7ROWg	qUJBt5peaAp2APBPS1nnIQ
City Edge	winddrums	3	8	13		vocaloid,floor	USTA SOUND VOLTEX 악곡 팩 vol.23	N5sV-sGk6vf0WI6GzRysuw	N5sV-sGk6vf0WI6GzRysuw	ozS7mne6fZHnjO8LuocnrA	xGu-H-mzAH0HjyOrNTSbFA	
Sweetie Beauti Magic	打打だいず feat. 凜々	6	13	16	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.23	oeDmCWz0CuPR4GX062pn7A	oeDmCWz0CuPR4GX062pn7A	iV3M_iL0dKJjz6JZL0rDdw	eNzu2cc0MnnDIiZRQaRjTg	aqevBKx9FVLHX6rYGmqMWQ
StellarflightS	otoshi.b	6	13	16	18	floor	USTA SOUND VOLTEX 악곡 팩 vol.23	iiIUpYumn81_q_rRSZjrTA	iiIUpYumn81_q_rRSZjrTA	fUBR2K8DmxTZU0ty7eglFg	-0Fo5RVg7iEqNctPrNhV_g	e0uFzhIGsgj61-wO9Ns5-A
Smooth Wind	とろまる	5	11	15		toho,floor	USTA SOUND VOLTEX 악곡 팩 vol.23	m7Xc6aB0aQAYCYBzMZLxfw	m7Xc6aB0aQAYCYBzMZLxfw	MyPdsQP73aJtDBPSpZdXbA	TNgUdpi9aA-e3yRTueWX5A	
